"genus","species","sample_start_date","sample_end_date","sample_value","sample_unit","sample_sex","sample_stage","sample_location","sample_lat_dd","sample_long_dd","sample_name","species_id_method","location_description"
"Culex","pipiens",2013-06-11,2013-06-17,200,"pool size","female","adult","Caorso",45.05,9.866667,"WN005A_4959","morphological","Emilia-Romagna"
"Culex","pipiens",2013-06-11,2013-06-17,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_4958","morphological","Emilia-Romagna"
"Culex","pipiens",2013-06-11,2013-06-17,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_4957","morphological","Emilia-Romagna"
"Culex","pipiens",2013-06-11,2013-06-17,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_4956","morphological","Emilia-Romagna"
"Culex","pipiens",2013-06-11,2013-06-17,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_4955","morphological","Emilia-Romagna"
"Culex","pipiens",2013-06-11,2013-06-17,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_4954","morphological","Emilia-Romagna"
"Culex","pipiens",2013-06-11,2013-06-17,200,"pool size","female","adult","Calendasco",45.083333,9.6,"WN003A_4953","morphological","Emilia-Romagna"
"Culex","pipiens",2013-06-11,2013-06-17,200,"pool size","female","adult","Calendasco",45.083333,9.6,"WN003A_4952","morphological","Emilia-Romagna"
"Culex","pipiens",2013-06-11,2013-06-17,200,"pool size","female","adult","Calendasco",45.083333,9.6,"WN003A_4951","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,3,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_4950","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,6,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN043A_4949","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,3,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN042A_4948","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,11,"pool size","female","adult","Concordia Sulla Secchia",44.916667,10.983333,"WN021B_4947","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,8,"pool size","female","adult","Bondeno",44.883333,11.416667,"WN024A_4946","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,12,"pool size","female","adult","San Prospero",44.783333,11.016667,"WN060A_4945","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,14,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_4944","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,4,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_4943","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,9,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_4942","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,13,"pool size","female","adult","Formigine",44.607222,10.933333,"WN090A_4941","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,10,"pool size","female","adult","Nonantola",44.678056,11.042222,"WN078A_4940","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,1,"pool size","female","adult","San Cesario Sul Panaro",44.561389,11.033889,"WN092A_4939","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,2,"pool size","female","adult","Bondeno",44.883333,11.416667,"WN045A_4938","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,1,"pool size","female","adult","Terre Del Reno",44.808124,11.405098,"WN063A_4937","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,5,"pool size","female","adult","Ostellato",44.75,11.933333,"WN068A_4936","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,4,"pool size","female","adult","Ostellato",44.75,11.933333,"WN067B_4935","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,2,"pool size","female","adult","Ostellato",44.75,11.933333,"WN066A_4934","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,3,"pool size","female","adult","Ferrara",44.839167,11.6175,"WN065A_4933","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,7,"pool size","female","adult","Ferrara",44.839167,11.6175,"WN047B_4932","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,3,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_4931","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,16,"pool size","female","adult","Medicina",44.483333,11.633333,"WN110A_4930","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,5,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_4929","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,8,"pool size","female","adult","Budrio",44.55,11.533333,"WN096A_4928","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,25,"pool size","female","adult","Baricella",44.65,11.533333,"WN082B_4927","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,27,"pool size","female","adult","San Pietro In Casale",44.7,11.4,"BONORD14_4926","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,7,"pool size","female","adult","Sissa Trecasali",44.9602,10.2616,"WN036A_4925","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,4,"pool size","female","adult","Soragna",44.933333,10.116667,"WN035A_4924","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,1,"pool size","female","adult","Colorno",44.933333,10.383333,"WN017A_4923","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,12,"pool size","female","adult","Roccabianca",45,10.216667,"WN016A_4922","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-15,2022-10-21,14,"pool size","female","adult","Polesine Zibello",45.016667,10.083333,"WN015A_4921","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,20,"pool size","female","adult","Ravenna",44.416111,12.201667,"WN124A_4920","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,23,"pool size","female","adult","Ravenna",44.416111,12.201667,"WN114A_4919","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,3,"pool size","female","adult","Lugo",44.416667,11.916667,"WN112A_4918","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,10,"pool size","female","adult","Argenta",44.615278,11.833333,"WN101A_4917","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,1,"pool size","female","adult","Argenta",44.615278,11.833333,"WN099A_4916","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,19,"pool size","female","adult","Argenta",44.615278,11.833333,"WN085A_4915","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,1,"pool size","female","adult","Argenta",44.615278,11.833333,"WN083A_4914","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,10,"pool size","female","adult","Poggio Renatico",44.766667,11.5,"WN064A_4913","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,3,"pool size","female","adult","San Martino In Rio",44.733333,10.783333,"WN076A_4912","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,2,"pool size","female","adult","Montecchio Emilia",44.683333,10.433333,"WN074A_4911","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,35,"pool size","female","adult","Fabbrico",44.866667,10.8,"WN040A_4910","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,10,"pool size","female","adult","Novellara",44.85,10.733333,"WN039A_4909","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,2,"pool size","female","adult","Brescello",44.9,10.516667,"WN038A_4908","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,23,"pool size","female","adult","Luzzara",44.966667,10.683333,"WN019A_4907","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,3,"pool size","female","adult","Bagnolo In Piano",44.766667,10.683333,"WN057A_4906","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,15,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_4905","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,2,"pool size","female","adult","Budrio",44.55,11.533333,"WN109A_4904","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,5,"pool size","female","adult","Bologna",44.493889,11.342778,"WN108A_4903","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,5,"pool size","female","adult","Anzola Emilia",44.547222,11.195556,"BONORD09_4902","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,19,"pool size","female","adult","Sala Bolognese",44.616667,11.25,"BONORD07_4901","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,18,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD02_4900","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,60,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD01_4899","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,8,"pool size","female","adult","Cortemaggiore",45,9.933333,"WN014A_4898","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,14,"pool size","female","adult","Cadeo",44.966667,9.833333,"WN013A_4897","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,33,"pool size","female","adult","Castelvetro Piacentino",45.1,9.983333,"WN006A_4896","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,19,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_4895","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,7,"pool size","female","adult","Calendasco",45.083333,9.6,"WN003A_4894","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,2,"pool size","female","adult","Goro",44.85,12.3,"WN052A_4893","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,4,"pool size","female","adult","Fiscaglia",44.270833,11.934722,"WN050A_4892","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,21,"pool size","female","adult","Jolanda Di Savoia",44.883333,11.983333,"WN049A_4891","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,36,"pool size","female","adult","Copparo",44.9,11.833333,"WN048A_4890","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,14,"pool size","female","adult","Mesola",44.916667,12.233333,"WN030A_4889","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,2,"pool size","female","adult","Berra",44.983333,11.966667,"WN029A_4888","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,3,"pool size","female","adult","Berra",44.983333,11.966667,"WN028A_4887","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-08,2022-10-14,1,"pool size","female","adult","Ro",44.933333,11.75,"WN027A_4886","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,12,"pool size","female","adult","Formigine",44.607222,10.933333,"WN090A_4885","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,37,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_4884","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,25,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN043A_4883","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,3,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN042A_4882","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,19,"pool size","female","adult","Concordia Sulla Secchia",44.916667,10.983333,"WN021B_4881","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,7,"pool size","female","adult","Terre Del Reno",44.808124,11.405098,"WN063A_4880","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,6,"pool size","female","adult","Bondeno",44.883333,11.416667,"WN024A_4879","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,3,"pool size","female","adult","Bondeno",44.883333,11.416667,"WN023A_4878","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,12,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_4877","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,1,"pool size","female","adult","San Cesario Sul Panaro",44.561389,11.033889,"WN092A_4876","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,18,"pool size","female","adult","Nonantola",44.678056,11.042222,"WN078A_4875","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,12,"pool size","female","adult","San Prospero",44.783333,11.016667,"WN060A_4874","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,3,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_4873","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,4,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_4872","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,3,"pool size","female","adult","Ostellato",44.75,11.933333,"WN068A_4871","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,9,"pool size","female","adult","Ostellato",44.75,11.933333,"WN067B_4870","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,4,"pool size","female","adult","Ferrara",44.839167,11.6175,"WN065A_4869","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,9,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_4868","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,81,"pool size","female","adult","Medicina",44.483333,11.633333,"WN110A_4867","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,84,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_4866","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,14,"pool size","female","adult","Budrio",44.55,11.533333,"WN096A_4865","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,133,"pool size","female","adult","Baricella",44.65,11.533333,"WN082B_4864","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,121,"pool size","female","adult","San Pietro In Casale",44.7,11.4,"BONORD14_4863","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,24,"pool size","female","adult","Sissa Trecasali",44.9602,10.2616,"WN036A_4862","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,46,"pool size","female","adult","Soragna",44.933333,10.116667,"WN035A_4861","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,6,"pool size","female","adult","Colorno",44.933333,10.383333,"WN017A_4860","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,38,"pool size","female","adult","Roccabianca",45,10.216667,"WN016A_4859","morphological","Emilia-Romagna"
"Culex","pipiens",2022-10-01,2022-10-07,28,"pool size","female","adult","Polesine Zibello",45.016667,10.083333,"WN015A_4858","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,20,"pool size","female","adult","Ravenna",44.416111,12.201667,"WN124A_4857","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,66,"pool size","female","adult","Ravenna",44.416111,12.201667,"WN114A_4856","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,23,"pool size","female","adult","Lugo",44.416667,11.916667,"WN112A_4855","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,20,"pool size","female","adult","Argenta",44.615278,11.833333,"WN101A_4854","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,9,"pool size","female","adult","Argenta",44.615278,11.833333,"WN099A_4853","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,25,"pool size","female","adult","Argenta",44.615278,11.833333,"WN085A_4852","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,26,"pool size","female","adult","Argenta",44.615278,11.833333,"WN083A_4851","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,41,"pool size","female","adult","Poggio Renatico",44.766667,11.5,"WN064A_4850","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,5,"pool size","female","adult","San Martino In Rio",44.733333,10.783333,"WN076A_4849","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,7,"pool size","female","adult","Montecchio Emilia",44.683333,10.433333,"WN074A_4848","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,114,"pool size","female","adult","Fabbrico",44.866667,10.8,"WN040A_4847","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,4,"pool size","female","adult","Novellara",44.85,10.733333,"WN039A_4846","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,11,"pool size","female","adult","Brescello",44.9,10.516667,"WN038A_4845","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,20,"pool size","female","adult","Luzzara",44.966667,10.683333,"WN019A_4844","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,4,"pool size","female","adult","Bagnolo In Piano",44.766667,10.683333,"WN057A_4843","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,41,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_4842","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,15,"pool size","female","adult","Budrio",44.55,11.533333,"WN109A_4841","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,16,"pool size","female","adult","Bologna",44.493889,11.342778,"WN108A_4840","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,38,"pool size","female","adult","Anzola Emilia",44.547222,11.195556,"BONORD09_4839","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,66,"pool size","female","adult","Sala Bolognese",44.616667,11.25,"BONORD07_4838","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,21,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD02_4837","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,109,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD01_4836","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,10,"pool size","female","adult","Goro",44.85,12.3,"WN052A_4835","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,23,"pool size","female","adult","Fiscaglia",44.270833,11.934722,"WN050A_4834","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,14,"pool size","female","adult","Jolanda Di Savoia",44.883333,11.983333,"WN049A_4833","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,45,"pool size","female","adult","Copparo",44.9,11.833333,"WN048A_4832","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,85,"pool size","female","adult","Mesola",44.916667,12.233333,"WN030A_4831","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,35,"pool size","female","adult","Berra",44.983333,11.966667,"WN029A_4830","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,21,"pool size","female","adult","Berra",44.983333,11.966667,"WN028A_4829","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,4,"pool size","female","adult","Ro",44.933333,11.75,"WN027A_4828","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,11,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_4827","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,42,"pool size","female","adult","Cortemaggiore",45,9.933333,"WN014A_4826","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,103,"pool size","female","adult","Cadeo",44.966667,9.833333,"WN013A_4825","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,10,"pool size","female","adult","Castelvetro Piacentino",45.1,9.983333,"WN006A_4824","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,11,"pool size","female","adult","Caorso",45.05,9.866667,"WN005A_4823","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,122,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_4822","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-24,2022-09-30,26,"pool size","female","adult","Calendasco",45.083333,9.6,"WN003A_4821","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,192,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_4820","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,84,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN043A_4819","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,200,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN043A_4818","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,200,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN043A_4817","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,38,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN042A_4816","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,82,"pool size","female","adult","Concordia Sulla Secchia",44.916667,10.983333,"WN021B_4815","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,17,"pool size","female","adult","Terre Del Reno",44.808124,11.405098,"WN063A_4814","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,24,"pool size","female","adult","Bondeno",44.883333,11.416667,"WN045A_4813","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,21,"pool size","female","adult","Bondeno",44.883333,11.416667,"WN024A_4812","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,35,"pool size","female","adult","Bondeno",44.883333,11.416667,"WN023A_4811","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,43,"pool size","female","adult","San Prospero",44.783333,11.016667,"WN060A_4810","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,11,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_4809","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,61,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_4808","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,67,"pool size","female","adult","Nonantola",44.678056,11.042222,"WN078A_4807","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,41,"pool size","female","adult","San Cesario Sul Panaro",44.561389,11.033889,"WN092A_4806","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,70,"pool size","female","adult","Formigine",44.607222,10.933333,"WN090A_4805","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,53,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_4804","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,24,"pool size","female","adult","Ostellato",44.75,11.933333,"WN068A_4803","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,33,"pool size","female","adult","Ostellato",44.75,11.933333,"WN067B_4802","morphological","Emilia-Romagna"
"Culex","pipiens",2022-09-17,2022-09-23,10,"pool size","female","adult","Ostellato",44.75,11.933333,"WN066A_4801","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,73,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_4513","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_4512","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_4511","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_4510","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_4509","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,22,"pool size","female","adult","Formigine",44.607222,10.933333,"WN090A_4508","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,200,"pool size","female","adult","Formigine",44.607222,10.933333,"WN090A_4507","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,28,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_4506","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,200,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_4505","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,18,"pool size","female","adult","Ostellato",44.75,11.933333,"WN068A_4504","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,200,"pool size","female","adult","Ostellato",44.75,11.933333,"WN068A_4503","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,191,"pool size","female","adult","Ostellato",44.75,11.933333,"WN067B_4502","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,28,"pool size","female","adult","Ostellato",44.75,11.933333,"WN066A_4501","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,55,"pool size","female","adult","Ferrara",44.839167,11.6175,"WN065A_4500","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,26,"pool size","female","adult","Ferrara",44.839167,11.6175,"WN047B_4499","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,192,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_4498","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,30,"pool size","female","adult","Medicina",44.483333,11.633333,"WN110A_4497","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,151,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_4496","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,32,"pool size","female","adult","Budrio",44.55,11.533333,"WN096A_4495","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,25,"pool size","female","adult","Baricella",44.65,11.533333,"WN082B_4494","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,200,"pool size","female","adult","Baricella",44.65,11.533333,"WN082B_4493","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,175,"pool size","female","adult","San Pietro In Casale",44.7,11.4,"BONORD14_4492","morphological","Emilia-Romagna"
"Culex","pipiens",2022-07-23,2022-07-29,126,"pool size","female","adult","Sissa Trecasali",44.9602,10.2616,"WN036A_4491","morphological","Emilia-Romagna"
